trans_id,lang,translation,category,station_sid,course_sid
海田大正町,zh-ch,海田大正町,stop_name,7d0f772c-778c-4939-8a03-8d3253bff772,
海田大正町,zh-tw,海田大正町,stop_name,7d0f772c-778c-4939-8a03-8d3253bff772,
府中南小学校前,ja,府中南小学校前,stop_name,e6ae69a1-dcdc-48bc-8ea7-1c593e8f2faf,
府中南小学校前,ja-Hrkt,ふちゅうみなみしょうがっこうまえ,stop_name,e6ae69a1-dcdc-48bc-8ea7-1c593e8f2faf,
府中南小学校前,en,Fuchu-minami Shogakko-mae (Fuchu-minami Elementary School),stop_name,e6ae69a1-dcdc-48bc-8ea7-1c593e8f2faf,
府中南小学校前,ko,후추 미나미 초등학교,stop_name,e6ae69a1-dcdc-48bc-8ea7-1c593e8f2faf,
府中南小学校前,zh-ch,府中南小学前,stop_name,e6ae69a1-dcdc-48bc-8ea7-1c593e8f2faf,
府中南小学校前,zh-tw,府中南小學前,stop_name,e6ae69a1-dcdc-48bc-8ea7-1c593e8f2faf,
戸河内上本郷,ja,戸河内上本郷,stop_name,f328121e-fa11-48fc-957b-0d0ae4dd6aeb,
戸河内上本郷,ja-Hrkt,とごうちかみほんごう,stop_name,f328121e-fa11-48fc-957b-0d0ae4dd6aeb,
牛田大橋,ja,牛田大橋,stop_name,d122c8fe-6960-455e-b25c-74947ca6a19a,
牛田大橋,ja-Hrkt,うしたおおはし,stop_name,d122c8fe-6960-455e-b25c-74947ca6a19a,
竹田浜,ja,竹田浜,stop_name,7b182ad5-3b29-475e-a5bb-6f641025035d,
竹田浜,ja-Hrkt,たけだはま,stop_name,7b182ad5-3b29-475e-a5bb-6f641025035d,
竹田浜,en,Takedahama,stop_name,7b182ad5-3b29-475e-a5bb-6f641025035d,
竹田浜,ko,다케다하마,stop_name,7b182ad5-3b29-475e-a5bb-6f641025035d,
竹田浜,zh-ch,竹田滨,stop_name,7b182ad5-3b29-475e-a5bb-6f641025035d,
竹田浜,zh-tw,竹田濱,stop_name,7b182ad5-3b29-475e-a5bb-6f641025035d,
鈴張神社,ja,鈴張神社,stop_name,e87d0ebb-5513-433a-9fcb-9af0744e2750,
鈴張神社,ja-Hrkt,すずはりじんじゃ,stop_name,e87d0ebb-5513-433a-9fcb-9af0744e2750,
鈴張神社,en,Suzuhari Jinja (Suzuhari Jinja Shrine),stop_name,e87d0ebb-5513-433a-9fcb-9af0744e2750,
鈴張神社,ko,스즈하리 신사,stop_name,e87d0ebb-5513-433a-9fcb-9af0744e2750,
鈴張神社,zh-ch,铃张神社,stop_name,e87d0ebb-5513-433a-9fcb-9af0744e2750,
鈴張神社,zh-tw,鈴張神社,stop_name,e87d0ebb-5513-433a-9fcb-9af0744e2750,
後山上,ja,後山上,stop_name,aed973ae-6868-4bb6-a942-765c23a30084,
後山上,ja-Hrkt,うしろやまかみ,stop_name,aed973ae-6868-4bb6-a942-765c23a30084,
後山上,en,Ushiroyama-kami,stop_name,aed973ae-6868-4bb6-a942-765c23a30084,
後山上,ko,우시로야마 카미,stop_name,aed973ae-6868-4bb6-a942-765c23a30084,
後山上,zh-ch,后山上,stop_name,aed973ae-6868-4bb6-a942-765c23a30084,
後山上,zh-tw,後山上,stop_name,aed973ae-6868-4bb6-a942-765c23a30084,
早稲田団地郵便局前,ja,早稲田団地郵便局前,stop_name,b6c0dac7-250e-4374-a557-5d1860d1679f,
早稲田団地郵便局前,ja-Hrkt,わせだだんちゆうびんきょくまえ,stop_name,b6c0dac7-250e-4374-a557-5d1860d1679f,
巴橋西詰,ja,巴橋西詰,stop_name,e9ede253-2bbc-460e-bf57-4901cd6e3b1f,
巴橋西詰,ja-Hrkt,ともえばしにしづめ,stop_name,e9ede253-2bbc-460e-bf57-4901cd6e3b1f,
可部駅前,ja,可部駅前,stop_name,ab9b7dec-673f-4ef2-8b2a-8c3cf123082c,
可部駅前,ja-Hrkt,かべえきまえ,stop_name,ab9b7dec-673f-4ef2-8b2a-8c3cf123082c,
宇津,ja,宇津,stop_name,7d82ce20-6ad2-4141-a731-5e35dc2ce7a1,
宇津,ja-Hrkt,うづ,stop_name,7d82ce20-6ad2-4141-a731-5e35dc2ce7a1,
石内農協,ja,石内農協,stop_name,ea216080-fbb3-4333-8dd8-668074d85013,
石内農協,ja-Hrkt,いしうちのうきょう,stop_name,ea216080-fbb3-4333-8dd8-668074d85013,
昭和市民センター前,ja,昭和市民センター前,stop_name,5d4c7711-35cd-4c2a-88d2-a83662d72050,
昭和市民センター前,ja-Hrkt,しょうわしみんせんたーまえ,stop_name,5d4c7711-35cd-4c2a-88d2-a83662d72050,
昭和市民センター前,en,Showa Shimin Center-mae,stop_name,5d4c7711-35cd-4c2a-88d2-a83662d72050,
昭和市民センター前,ko,쇼와 시민센터,stop_name,5d4c7711-35cd-4c2a-88d2-a83662d72050,
昭和市民センター前,zh-ch,昭和市民中心前,stop_name,5d4c7711-35cd-4c2a-88d2-a83662d72050,
昭和市民センター前,zh-tw,昭和市民中心前,stop_name,5d4c7711-35cd-4c2a-88d2-a83662d72050,
森城団地中央,ja,森城団地中央,stop_name,f8d5dd20-1f08-4052-913a-2b974310e6fb,
森城団地中央,ja-Hrkt,もりじょうだんちちゅうおう,stop_name,f8d5dd20-1f08-4052-913a-2b974310e6fb,
森城団地中央,en,Morijo Danchi-chuo (Morijo Housing Complex),stop_name,f8d5dd20-1f08-4052-913a-2b974310e6fb,
森城団地中央,ko,모리조 단치 추오,stop_name,f8d5dd20-1f08-4052-913a-2b974310e6fb,
森城団地中央,zh-ch,森城团地中央,stop_name,f8d5dd20-1f08-4052-913a-2b974310e6fb,
森城団地中央,zh-tw,森城團地中央,stop_name,f8d5dd20-1f08-4052-913a-2b974310e6fb,
渕崎,ja,渕崎,stop_name,128d1b0c-f1af-4a7c-bb80-8df7ef1de04a,
渕崎,ja-Hrkt,ふちざき,stop_name,128d1b0c-f1af-4a7c-bb80-8df7ef1de04a,
天水,ja,天水,stop_name,fefb7b54-4569-4bbd-a4f5-5c39002349b1,
天水,ja-Hrkt,あまず,stop_name,fefb7b54-4569-4bbd-a4f5-5c39002349b1,
皆賀公園,ja,皆賀公園,stop_name,ac8324c9-7f4a-4e26-ab82-f9972a05b0ab,
皆賀公園,ja-Hrkt,みながこうえん,stop_name,ac8324c9-7f4a-4e26-ab82-f9972a05b0ab,
皆賀公園,en,Minaga Koen (Minaga Park),stop_name,ac8324c9-7f4a-4e26-ab82-f9972a05b0ab,
皆賀公園,ko,미나가 공원,stop_name,ac8324c9-7f4a-4e26-ab82-f9972a05b0ab,
皆賀公園,zh-ch,皆贺公园,stop_name,ac8324c9-7f4a-4e26-ab82-f9972a05b0ab,
皆賀公園,zh-tw,皆賀公園,stop_name,ac8324c9-7f4a-4e26-ab82-f9972a05b0ab,
藤の脇,en,Fujinowaki,stop_name,5eea5416-e154-448e-80ef-9232400d0ac0,
藤の脇,ko,후지노와키,stop_name,5eea5416-e154-448e-80ef-9232400d0ac0,
藤の脇,zh-ch,藤之胁,stop_name,5eea5416-e154-448e-80ef-9232400d0ac0,
藤の脇,zh-tw,藤之脅,stop_name,5eea5416-e154-448e-80ef-9232400d0ac0,
根の谷下,ja,根の谷下,stop_name,940dadcb-07e2-4b40-9e60-ff1b027612a5,
根の谷下,ja-Hrkt,ねのたにしも,stop_name,940dadcb-07e2-4b40-9e60-ff1b027612a5,
さくら野団地上,ja,さくら野団地上,stop_name,f3e88688-8981-4f50-abd3-d4a846a90661,
さくら野団地上,ja-Hrkt,さくらのだんちかみ,stop_name,f3e88688-8981-4f50-abd3-d4a846a90661,
四季が丘,ja,四季が丘,stop_name,43ce2130-db25-44cc-9ef1-820fa8e63cbe,
四季が丘,ja-Hrkt,しきがおか,stop_name,43ce2130-db25-44cc-9ef1-820fa8e63cbe,
県営あさひが丘住宅,en,Kenei Asahigaoka Jutaku,stop_name,48aae4bf-54fc-4c25-aba9-82a2a1ecbe16,
県営あさひが丘住宅,ko,겐에이 아사히가오카 주타쿠,stop_name,48aae4bf-54fc-4c25-aba9-82a2a1ecbe16,
県営あさひが丘住宅,zh-ch,县营旭丘住宅,stop_name,48aae4bf-54fc-4c25-aba9-82a2a1ecbe16,
県営あさひが丘住宅,zh-tw,縣營旭丘住宅,stop_name,48aae4bf-54fc-4c25-aba9-82a2a1ecbe16,
三次インター,ja,三次インター,stop_name,076958bd-3aea-4345-b08a-9513d273455d,
三次インター,ja-Hrkt,みよしいんたー,stop_name,076958bd-3aea-4345-b08a-9513d273455d,
三次インター,en,Miyoshi Inter,stop_name,076958bd-3aea-4345-b08a-9513d273455d,
三次インター,ko,미요시 인터,stop_name,076958bd-3aea-4345-b08a-9513d273455d,
三次インター,zh-ch,三次IC（高速）,stop_name,076958bd-3aea-4345-b08a-9513d273455d,
三次インター,zh-tw,三次IC（高速）,stop_name,076958bd-3aea-4345-b08a-9513d273455d,
矢野新町,ja,矢野新町,stop_name,10c5abd8-b222-4964-873f-b736e8829c92,
矢野新町,ja-Hrkt,やのしんまち,stop_name,10c5abd8-b222-4964-873f-b736e8829c92,
下中,ja,下中,stop_name,ee830b06-5d43-467a-938a-11b3d274b4ce,
下中,ja-Hrkt,しもなか,stop_name,ee830b06-5d43-467a-938a-11b3d274b4ce,
あいプラザ,ja,あいプラザ,stop_name,f3bbec49-455a-4a4a-b1c0-2f615855f8de,
あいプラザ,ja-Hrkt,あいぷらざ,stop_name,f3bbec49-455a-4a4a-b1c0-2f615855f8de,
豊平病院,ja,豊平病院,stop_name,29606f33-5873-4f8e-962a-44f9f58489df,
豊平病院,ja-Hrkt,とよひらびょういん,stop_name,29606f33-5873-4f8e-962a-44f9f58489df,
桃山一丁目,ja,桃山一丁目,stop_name,132b7610-9895-4be7-9a4c-5ef9cb91aaca,
桃山一丁目,ja-Hrkt,ももやまいっちょうめ,stop_name,132b7610-9895-4be7-9a4c-5ef9cb91aaca,
大屋橋,ja,大屋橋,stop_name,92ce276a-1b7d-4453-80da-a1c3855a1c6e,
大屋橋,ja-Hrkt,おおやばし,stop_name,92ce276a-1b7d-4453-80da-a1c3855a1c6e,
せせらぎ公園前,ja,せせらぎ公園前,stop_name,36c7db47-eba0-4302-b1c9-720afdd7bbab,
せせらぎ公園前,ja-Hrkt,せせらぎこうえんまえ,stop_name,36c7db47-eba0-4302-b1c9-720afdd7bbab,
せせらぎ公園前,en,Seseragi Koen-mae (Seseragi Park),stop_name,36c7db47-eba0-4302-b1c9-720afdd7bbab,
せせらぎ公園前,ko,세세라기 공원,stop_name,36c7db47-eba0-4302-b1c9-720afdd7bbab,
せせらぎ公園前,zh-ch,Seseragi公园前,stop_name,36c7db47-eba0-4302-b1c9-720afdd7bbab,
せせらぎ公園前,zh-tw,Seseragi公園前,stop_name,36c7db47-eba0-4302-b1c9-720afdd7bbab,
美土里,en,Midori,stop_name,3c0d4dfc-6876-4b27-97e8-b7bd648dc8db,
美土里,ko,미도리,stop_name,3c0d4dfc-6876-4b27-97e8-b7bd648dc8db,
美土里,zh-ch,美土里,stop_name,3c0d4dfc-6876-4b27-97e8-b7bd648dc8db,
美土里,zh-tw,美土裏,stop_name,3c0d4dfc-6876-4b27-97e8-b7bd648dc8db,
広島文教大学入口,en,Hiroshima Bunkyo Daigaku-iriguchi (Hiroshima Bunkyo Univ.),stop_name,43aeba84-36b3-4010-a43a-766fbfc9b4da,
広島文教大学入口,ko,히로시마문교대학 이리구치,stop_name,43aeba84-36b3-4010-a43a-766fbfc9b4da,
広島文教大学入口,zh-ch,广岛文教大学入口,stop_name,43aeba84-36b3-4010-a43a-766fbfc9b4da,
広島文教大学入口,zh-tw,廣島文教大學入口,stop_name,43aeba84-36b3-4010-a43a-766fbfc9b4da,
地方,ja,地方,stop_name,fb8b40ba-bda5-452c-ab49-74de540f386a,
地方,ja-Hrkt,じがた,stop_name,fb8b40ba-bda5-452c-ab49-74de540f386a,
地方,en,Jigata,stop_name,fb8b40ba-bda5-452c-ab49-74de540f386a,
地方,ko,지가타,stop_name,fb8b40ba-bda5-452c-ab49-74de540f386a,
地方,zh-ch,地方,stop_name,fb8b40ba-bda5-452c-ab49-74de540f386a,
地方,zh-tw,地方,stop_name,fb8b40ba-bda5-452c-ab49-74de540f386a,
吉田病院,ja,吉田病院,stop_name,74649e95-e772-46bd-8e65-44eee8c92ab8,
吉田病院,ja-Hrkt,よしだびょういん,stop_name,74649e95-e772-46bd-8e65-44eee8c92ab8,
戸河内ＩＣバスセンター,ja,戸河内ＩＣバスセンター,stop_name,b0d5fbd7-1788-4d14-84a8-4016bf8b6707,
戸河内ＩＣバスセンター,ja-Hrkt,とごうちあいしーばすせんたー,stop_name,b0d5fbd7-1788-4d14-84a8-4016bf8b6707,
下峠,ja,下峠,stop_name,365ab239-2cb4-45ab-be3f-6ed700a8fb84,
下峠,ja-Hrkt,しもとうげ,stop_name,365ab239-2cb4-45ab-be3f-6ed700a8fb84,
下峠,en,Shimo-toge,stop_name,365ab239-2cb4-45ab-be3f-6ed700a8fb84,
下峠,ko,시모토게,stop_name,365ab239-2cb4-45ab-be3f-6ed700a8fb84,
下峠,zh-ch,下峠,stop_name,365ab239-2cb4-45ab-be3f-6ed700a8fb84,
下峠,zh-tw,下峠,stop_name,365ab239-2cb4-45ab-be3f-6ed700a8fb84,
昭和入口,ja,昭和入口,stop_name,ea1e531a-423d-4609-a6cb-929360bd68d6,
昭和入口,ja-Hrkt,しょうわいりぐち,stop_name,ea1e531a-423d-4609-a6cb-929360bd68d6,
矢野西四丁目,ja,矢野西四丁目,stop_name,f562252d-3b4d-4803-b150-663316a07f26,
矢野西四丁目,ja-Hrkt,やのにしよんちょうめ,stop_name,f562252d-3b4d-4803-b150-663316a07f26,
矢野西四丁目,en,Yano-nishi-yonchome (Yano-nishi 4),stop_name,f562252d-3b4d-4803-b150-663316a07f26,
矢野西四丁目,ko,야노니시 4초메,stop_name,f562252d-3b4d-4803-b150-663316a07f26,
矢野西四丁目,zh-ch,矢野西四丁目,stop_name,f562252d-3b4d-4803-b150-663316a07f26,
矢野西四丁目,zh-tw,矢野西四丁目,stop_name,f562252d-3b4d-4803-b150-663316a07f26,
広島高等技術専門校,ja,広島高等技術専門校,stop_name,88ff51ce-c9ea-418d-bc09-7fa8035b1fce,
広島高等技術専門校,ja-Hrkt,ひろしまこうとうぎじゅつせんもんこうまえ,stop_name,88ff51ce-c9ea-418d-bc09-7fa8035b1fce,
広島高等技術専門校,en,Hiroshima Kotogijutsu Senmonko-mae (Hiroshima Vocational Training Center),stop_name,88ff51ce-c9ea-418d-bc09-7fa8035b1fce,
広島高等技術専門校,ko,히로시마 코토 기주쓰 센몬코 마에,stop_name,88ff51ce-c9ea-418d-bc09-7fa8035b1fce,
広島高等技術専門校,zh-ch,广岛高等技术专科学校前,stop_name,88ff51ce-c9ea-418d-bc09-7fa8035b1fce,
広島高等技術専門校,zh-tw,廣島高等技術專科學校前,stop_name,88ff51ce-c9ea-418d-bc09-7fa8035b1fce,
友和岩組分れ,ja,友和岩組分れ,stop_name,2466e60e-5561-4bee-bdcc-cd5d5ade5bc1,
友和岩組分れ,ja-Hrkt,ゆうわいわくみわかれ,stop_name,2466e60e-5561-4bee-bdcc-cd5d5ade5bc1,
友和岩組分れ,en,Yuwa Iwagumi-wakare,stop_name,2466e60e-5561-4bee-bdcc-cd5d5ade5bc1,
友和岩組分れ,ko,유와 이와구미 와카레,stop_name,2466e60e-5561-4bee-bdcc-cd5d5ade5bc1,
友和岩組分れ,zh-ch,友和岩组分,stop_name,2466e60e-5561-4bee-bdcc-cd5d5ade5bc1,
友和岩組分れ,zh-tw,友和巖組分,stop_name,2466e60e-5561-4bee-bdcc-cd5d5ade5bc1,
仁保南２番,ja,仁保南２番,stop_name,70113abf-52de-4443-bb72-85ca9a31b5d8,
仁保南２番,ja-Hrkt,にほみなみにばん,stop_name,70113abf-52de-4443-bb72-85ca9a31b5d8,
御幸橋,ja,御幸橋,stop_name,e55894f2-3280-4586-8581-f45be7bd734f,
御幸橋,ja-Hrkt,みゆきばし,stop_name,e55894f2-3280-4586-8581-f45be7bd734f,
鹿籠,ja,鹿籠,stop_name,7cca98a8-868d-41cf-a210-fb0a75b18c72,
鹿籠,ja-Hrkt,こごもり,stop_name,7cca98a8-868d-41cf-a210-fb0a75b18c72,
こころ産業団地,ja,こころ産業団地,stop_name,b71ea8fd-c91a-43d3-9a84-36227ba56d81,
こころ産業団地,ja-Hrkt,こころさんぎょうだんち,stop_name,b71ea8fd-c91a-43d3-9a84-36227ba56d81,
龍頭神社前,ja,龍頭神社前,stop_name,dff86d1b-5481-49c2-9771-b7b5007d87ef,
龍頭神社前,ja-Hrkt,りゅうづじんじゃまえ,stop_name,dff86d1b-5481-49c2-9771-b7b5007d87ef,
祇園出張所前,ja,祇園出張所前,stop_name,3906eb8c-7a73-4a91-afa1-06126e55dc20,
祇園出張所前,ja-Hrkt,ぎおんしゅっちょうしょまえ,stop_name,3906eb8c-7a73-4a91-afa1-06126e55dc20,
田方東陽台,ja,田方東陽台,stop_name,76d131ab-a64d-4a5d-afe1-895351c3939a,
田方東陽台,ja-Hrkt,たがたとうようだい,stop_name,76d131ab-a64d-4a5d-afe1-895351c3939a,
鍋桟橋,en,Nabe Sambashi,stop_name,ad0a94a4-74d5-4b37-8310-bff529169277,
鍋桟橋,ko,나베산바시,stop_name,ad0a94a4-74d5-4b37-8310-bff529169277,
鍋桟橋,zh-ch,锅栈桥,stop_name,ad0a94a4-74d5-4b37-8310-bff529169277,
鍋桟橋,zh-tw,鍋棧橋,stop_name,ad0a94a4-74d5-4b37-8310-bff529169277,
勤住橋,ja,勤住橋,stop_name,993c0a15-3b90-44d0-8565-77c54e2132f6,
勤住橋,ja-Hrkt,きんじゅうばし,stop_name,993c0a15-3b90-44d0-8565-77c54e2132f6,
府中南公民館,ja,府中南公民館,stop_name,4bf32fd4-cafd-48e6-85df-fa110488da12,
府中南公民館,ja-Hrkt,ふちゅうみなみこうみんかん,stop_name,4bf32fd4-cafd-48e6-85df-fa110488da12,
東観音台入口,ja,東観音台入口,stop_name,15b845b3-40c3-44f6-84f4-ca5119ac2dc2,
東観音台入口,ja-Hrkt,ひがしかんのんだいいりぐち,stop_name,15b845b3-40c3-44f6-84f4-ca5119ac2dc2,
紙屋町,ja,紙屋町,stop_name,8efe4924-528e-40f5-9dbc-09b55b947066,
紙屋町,ja-Hrkt,かみやちょう,stop_name,8efe4924-528e-40f5-9dbc-09b55b947066,
松信園,ja,松信園,stop_name,abe797b9-0ebd-4dcb-b4c6-bc91871b1d12,
松信園,ja-Hrkt,しょうしんえん,stop_name,abe797b9-0ebd-4dcb-b4c6-bc91871b1d12,
松信園,en,Shoshinen,stop_name,abe797b9-0ebd-4dcb-b4c6-bc91871b1d12,
松信園,ko,쇼신엔,stop_name,abe797b9-0ebd-4dcb-b4c6-bc91871b1d12,
松信園,zh-ch,松信园,stop_name,abe797b9-0ebd-4dcb-b4c6-bc91871b1d12,
松信園,zh-tw,松信園,stop_name,abe797b9-0ebd-4dcb-b4c6-bc91871b1d12,
高取駅,ja,高取駅,stop_name,183855c5-92b8-44dc-8c40-9beab6581c59,
高取駅,ja-Hrkt,たかとりえき,stop_name,183855c5-92b8-44dc-8c40-9beab6581c59,
大森,ja,大森,stop_name,91aea23f-7383-4f3f-a48c-cd423d9bc6ce,
大森,ja-Hrkt,おおもり,stop_name,91aea23f-7383-4f3f-a48c-cd423d9bc6ce,
竹屋町,ja,竹屋町,stop_name,e65441c8-4126-4c41-99c6-069cf242cfe5,
竹屋町,ja-Hrkt,たけやちょう,stop_name,e65441c8-4126-4c41-99c6-069cf242cfe5,
緑ヶ丘上,ja,緑ヶ丘上,stop_name,997a6cdf-554b-4c78-a8ec-2f824784e594,
緑ヶ丘上,ja-Hrkt,みどりがおかかみ,stop_name,997a6cdf-554b-4c78-a8ec-2f824784e594,
上安駅,ja,上安駅,stop_name,30d99d35-8d02-4141-b860-0f97d48545a9,
上安駅,ja-Hrkt,かみやすえき,stop_name,30d99d35-8d02-4141-b860-0f97d48545a9,
井口台中央,ja,井口台中央,stop_name,93b82718-ab94-4f98-b91a-e875539e421e,
井口台中央,ja-Hrkt,いのくちだいちゅうおう,stop_name,93b82718-ab94-4f98-b91a-e875539e421e,
井口台中央,en,Inokuchidai-chuo,stop_name,93b82718-ab94-4f98-b91a-e875539e421e,
井口台中央,ko,이노쿠치다이 추오,stop_name,93b82718-ab94-4f98-b91a-e875539e421e,
井口台中央,zh-ch,井口台中央,stop_name,93b82718-ab94-4f98-b91a-e875539e421e,
井口台中央,zh-tw,井口臺中央,stop_name,93b82718-ab94-4f98-b91a-e875539e421e,
南区役所前,ja,南区役所前,stop_name,e3f24008-cf25-4186-aad7-5ba76d4bf9bb,
南区役所前,ja-Hrkt,みなみくやくしょまえみなみまちいっちょうめ,stop_name,e3f24008-cf25-4186-aad7-5ba76d4bf9bb,
鷹の巣,ja,鷹の巣,stop_name,3239964e-91fe-4c18-8670-3148aab0942f,
鷹の巣,ja-Hrkt,たかのす,stop_name,3239964e-91fe-4c18-8670-3148aab0942f,
新観音橋西,ja,新観音橋西,stop_name,935e5d78-7883-4b01-b469-fd20fd48939f,
新観音橋西,ja-Hrkt,しんかんおんばしにし,stop_name,935e5d78-7883-4b01-b469-fd20fd48939f,
龍頭山登山口,ja,龍頭山登山口,stop_name,a064c590-1f45-4ed8-8d54-00da13b9bf5e,
龍頭山登山口,ja-Hrkt,りゅうずやまとざんぐち,stop_name,a064c590-1f45-4ed8-8d54-00da13b9bf5e,
廿日市西高校前,ja,廿日市西高校前,stop_name,543132ff-56d1-4906-aac7-e6effd642e42,
廿日市西高校前,ja-Hrkt,はつかいちにしこうこうまえ,stop_name,543132ff-56d1-4906-aac7-e6effd642e42,
徳丸,ja,徳丸,stop_name,05082531-7af5-4c2a-8a79-c72cacfda4d6,
徳丸,ja-Hrkt,とくまる,stop_name,05082531-7af5-4c2a-8a79-c72cacfda4d6,
和庄１丁目,ja,和庄１丁目,stop_name,38ce145c-27aa-485e-a539-69d7d804ea7d,
和庄１丁目,ja-Hrkt,わしょういっちょうめ,stop_name,38ce145c-27aa-485e-a539-69d7d804ea7d,
御衣尾橋,ja,御衣尾橋,stop_name,91117eb1-813e-4109-ab7d-10d07ae224d8,
御衣尾橋,ja-Hrkt,みそおばし,stop_name,91117eb1-813e-4109-ab7d-10d07ae224d8,
御衣尾橋,en,Misoobashi,stop_name,91117eb1-813e-4109-ab7d-10d07ae224d8,
御衣尾橋,ko,미소오바시,stop_name,91117eb1-813e-4109-ab7d-10d07ae224d8,
御衣尾橋,zh-ch,御衣尾桥,stop_name,91117eb1-813e-4109-ab7d-10d07ae224d8,
御衣尾橋,zh-tw,禦衣尾橋,stop_name,91117eb1-813e-4109-ab7d-10d07ae224d8,
追崎,ja,追崎,stop_name,9fbfe3b1-37e7-478e-b954-159e696d1674,
追崎,ja-Hrkt,おっさき,stop_name,9fbfe3b1-37e7-478e-b954-159e696d1674,
津田口,ja,津田口,stop_name,2dccf2fe-1e51-40bd-a838-57dd40a9f604,
津田口,ja-Hrkt,つたぐち,stop_name,2dccf2fe-1e51-40bd-a838-57dd40a9f604,
津田口,en,Tsuta-guchi,stop_name,2dccf2fe-1e51-40bd-a838-57dd40a9f604,
津田口,ko,쓰타 구치,stop_name,2dccf2fe-1e51-40bd-a838-57dd40a9f604,
津田口,zh-ch,津田口,stop_name,2dccf2fe-1e51-40bd-a838-57dd40a9f604,
津田口,zh-tw,津田口,stop_name,2dccf2fe-1e51-40bd-a838-57dd40a9f604,
本通３丁目,en,Hondori-sanchome (Hondori 3),stop_name,785c0272-a536-4ffa-bb81-2e8949098ed2,
本通３丁目,ko,혼도리 3초메,stop_name,785c0272-a536-4ffa-bb81-2e8949098ed2,
本通３丁目,zh-ch,本通3丁目,stop_name,785c0272-a536-4ffa-bb81-2e8949098ed2,
本通３丁目,zh-tw,本通3丁目,stop_name,785c0272-a536-4ffa-bb81-2e8949098ed2,
イオンモール広島府中,ja,イオンモール広島府中,stop_name,1c426017-b700-485d-a5cc-f80374e6c026,
イオンモール広島府中,ja-Hrkt,いおんもーるひろしまふちゅう,stop_name,1c426017-b700-485d-a5cc-f80374e6c026,
鍋石,ja,鍋石,stop_name,fe1c4a15-9a02-46a8-a49d-0b5e8c260705,
鍋石,ja-Hrkt,なべいし,stop_name,fe1c4a15-9a02-46a8-a49d-0b5e8c260705,
鍋石,en,Nabeishi,stop_name,fe1c4a15-9a02-46a8-a49d-0b5e8c260705,
鍋石,ko,나베이시,stop_name,fe1c4a15-9a02-46a8-a49d-0b5e8c260705,
鍋石,zh-ch,锅石,stop_name,fe1c4a15-9a02-46a8-a49d-0b5e8c260705,
鍋石,zh-tw,鍋石,stop_name,fe1c4a15-9a02-46a8-a49d-0b5e8c260705,
六本松口,ja,六本松口,stop_name,c575f3d2-9a95-4895-8b30-8ac05f2f7e60,
六本松口,ja-Hrkt,ろっぽんまつぐち,stop_name,c575f3d2-9a95-4895-8b30-8ac05f2f7e60,
広瀬町,ja,広瀬町,stop_name,dd93dd15-ae69-45a2-9a7d-4d79803ecffd,
広瀬町,ja-Hrkt,ひろせまち,stop_name,dd93dd15-ae69-45a2-9a7d-4d79803ecffd,
新観音橋東,ja,新観音橋東,stop_name,e6255371-13ee-4209-8928-25f1cb5df5b2,
新観音橋東,ja-Hrkt,しんかんおんばしひがし,stop_name,e6255371-13ee-4209-8928-25f1cb5df5b2,
下古市,ja,下古市,stop_name,c5c9fa8a-ce4e-4106-8346-3bc9ff6a5971,
下古市,ja-Hrkt,しもふるいち,stop_name,c5c9fa8a-ce4e-4106-8346-3bc9ff6a5971,
下向,en,Shimomukai,stop_name,23edd400-1557-46af-b6d4-d3858948c107,
下向,ko,시모무카이,stop_name,23edd400-1557-46af-b6d4-d3858948c107,
下向,zh-ch,下向,stop_name,23edd400-1557-46af-b6d4-d3858948c107,
下向,zh-tw,下向,stop_name,23edd400-1557-46af-b6d4-d3858948c107,
大林二丁目,ja,大林二丁目,stop_name,db8d317b-af20-43b2-9ca3-a970c37999db,
大林二丁目,ja-Hrkt,おおばやしにちょうめ,stop_name,db8d317b-af20-43b2-9ca3-a970c37999db,
牛田早稲田三丁目,ja,牛田早稲田三丁目,stop_name,b675bd4e-b378-464a-9298-bff7d147a27f,
牛田早稲田三丁目,ja-Hrkt,うしたわせださんちょうめ,stop_name,b675bd4e-b378-464a-9298-bff7d147a27f,
こころ展望公園入口,ja,こころ展望公園入口,stop_name,384940a4-814f-41bb-bd10-3688aca19499,
こころ展望公園入口,ja-Hrkt,こころてんぼうこうえんいりぐち,stop_name,384940a4-814f-41bb-bd10-3688aca19499,
こころ展望公園入口,en,Kokoro Tembo Koen-iriguchi (Kokoro Tembo Park),stop_name,384940a4-814f-41bb-bd10-3688aca19499,
こころ展望公園入口,ko,고코로 텐보 공원,stop_name,384940a4-814f-41bb-bd10-3688aca19499,
こころ展望公園入口,zh-ch,COCORO展望公园入口,stop_name,384940a4-814f-41bb-bd10-3688aca19499,
こころ展望公園入口,zh-tw,COCORO展望公園入口,stop_name,384940a4-814f-41bb-bd10-3688aca19499,
西十日市,ja,西十日市,stop_name,fb610131-2007-4acc-8b3c-e6c6dd05cbe0,
西十日市,ja-Hrkt,にしとうかいち,stop_name,fb610131-2007-4acc-8b3c-e6c6dd05cbe0,
下黒瀬,ja,下黒瀬,stop_name,63af887d-1e04-47fe-9d70-0744fc11748e,
下黒瀬,ja-Hrkt,しもぐろせ,stop_name,63af887d-1e04-47fe-9d70-0744fc11748e,
新畑,ja,新畑,stop_name,2e60ae6e-60ea-4c5a-a42a-0dfe0923b2da,
新畑,ja-Hrkt,しんばた,stop_name,2e60ae6e-60ea-4c5a-a42a-0dfe0923b2da,
